GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021800737,114,201935,James Harden,1610612745,Houston Rockets,1,4,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,117,201935,James Harden,1610612745,Houston Rockets,1,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,125,201935,James Harden,1610612745,Houston Rockets,1,3,29,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-99,81,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,223,201935,James Harden,1610612745,Houston Rockets,2,7,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,100,235,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,240,201935,James Harden,1610612745,Houston Rockets,2,5,21,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,15,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,282,201935,James Harden,1610612745,Houston Rockets,2,2,16,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,-16,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,300,201935,James Harden,1610612745,Houston Rockets,2,0,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,0,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,570,201935,James Harden,1610612745,Houston Rockets,4,4,46,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,7,126,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,598,201935,James Harden,1610612745,Houston Rockets,4,2,12,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,4,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,609,201935,James Harden,1610612745,Houston Rockets,4,1,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,177,197,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,615,201935,James Harden,1610612745,Houston Rockets,4,0,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-108,124,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800753,57,201935,James Harden,1610612745,Houston Rockets,1,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20190129,HOU,NOP
